PilaPrinceton, PilaDeCola, ColaPrinceton, ColaDePilas
4.25287E-4,0.006444319,2.22594E-4,3.12917E-4
3.39617E-4,0.006531267,2.11117E-4,2.44762E-4
4.34783E-4,0.005723461,1.96511E-4,2.13963E-4
4.13023E-4,0.006094644,2.15885E-4,3.4381E-4
4.13192E-4,0.007029456,2.27816E-4,2.53706E-4
3.9073E-4,0.006817481,2.47881E-4,2.37223E-4
4.11351E-4,0.006948569,2.39627E-4,2.37145E-4
3.76136E-4,0.006743932,2.17247E-4,2.36264E-4
3.89058E-4,0.008672973,2.41082E-4,3.27756E-4
4.87392E-4,0.010509475,2.4707E-4,2.63822E-4
4.97874E-4,0.008734113,2.25829E-4,2.20762E-4
3.83728E-4,0.006184041,2.12308E-4,1.87677E-4
3.53931E-4,0.005890345,1.86748E-4,2.19725E-4
3.78262E-4,0.006361408,1.81552E-4,1.97988E-4
4.06317E-4,0.006659376,2.54412E-4,2.1669E-4
3.33792E-4,0.005830064,1.86929E-4,2.05325E-4
3.93584E-4,0.006242407,2.19992E-4,2.29739E-4
4.28785E-4,0.006603249,2.35572E-4,2.3819E-4
4.12125E-4,0.005994833,1.85315E-4,1.94167E-4
3.85239E-4,0.006076306,2.15143E-4,2.03733E-4
4.22446E-4,0.005931727,1.77057E-4,2.2082E-4
3.90322E-4,0.006083552,2.17402E-4,2.62087E-4
3.94788E-4,0.006711467,2.39691E-4,2.23277E-4
4.60428E-4,0.006625541,2.00249E-4,2.14155E-4
3.84875E-4,0.00645377,1.9157E-4,1.8931E-4
4.17012E-4,0.006407599,2.12133E-4,2.20649E-4
4.30338E-4,0.006661617,2.29283E-4,2.4714E-4
4.42968E-4,0.006334008,2.31953E-4,2.29771E-4
3.943E-4,0.006343496,2.23331E-4,2.27386E-4
3.53597E-4,0.006513143,1.92113E-4,2.31914E-4
3.94715E-4,0.006315743,2.41903E-4,2.56888E-4
3.98911E-4,0.006380487,2.1905E-4,2.28735E-4
3.62467E-4,0.006209685,1.86729E-4,1.92622E-4
3.90045E-4,0.006135728,2.03395E-4,2.20914E-4
4.34724E-4,0.006116011,2.24543E-4,2.17541E-4
3.23732E-4,0.006030583,2.18212E-4,2.13882E-4
3.05469E-4,0.006038648,2.28668E-4,2.36031E-4
2.79101E-4,0.006234048,2.25205E-4,2.44743E-4
3.03332E-4,0.006391899,2.34018E-4,2.44841E-4
2.8873E-4,0.006187284,2.39893E-4,1.91724E-4
2.93717E-4,0.006063063,2.19484E-4,2.27907E-4
2.62654E-4,0.007411123,2.84677E-4,3.10004E-4
3.35983E-4,0.009819957,3.66528E-4,2.99406E-4
3.47156E-4,0.010111167,2.85494E-4,3.05649E-4
3.58051E-4,0.010680136,3.18176E-4,3.02122E-4
3.78081E-4,0.01059546,2.86842E-4,3.02937E-4
4.21609E-4,0.011848104,3.23681E-4,2.72537E-4
3.72793E-4,0.011328706,3.29317E-4,3.5939E-4
3.75933E-4,0.010227367,4.697E-5,2.43947E-4
1.51457E-4,0.0034315,3.1848E-5,2.39685E-4
1.49993E-4,0.003499649,2.8507E-5,2.42753E-4
3.12187E-4,0.006412113,3.41342E-4,3.59172E-4
3.07813E-4,0.006901259,3.43666E-4,3.50302E-4
3.01707E-4,0.006759682,3.56312E-4,3.4621E-4
3.08494E-4,0.006549188,3.34673E-4,3.43089E-4
2.87199E-4,0.006870743,3.49469E-4,3.21164E-4
3.06048E-4,0.006435381,3.33031E-4,3.88285E-4
3.08296E-4,0.006359076,3.35932E-4,3.39288E-4
2.92039E-4,0.004361989,2.13803E-4,3.0582E-4
3.16494E-4,0.006382957,3.37811E-4,3.42689E-4
3.10567E-4,0.006941756,3.36012E-4,3.61063E-4
