N,PilaPrinceton,PilaDeCola,ColaPrinceton,ColaDePilas
4096,0.00001563,0.00000000,0.00009375,0.00026563
4096,0.00001563,0.00000000,0.00014063,0.00021875
4096,0.00001563,0.00000000,0.00017188,0.00023438
4096,0.00001563,0.00000000,0.00015625,0.00023438
4096,0.00001563,0.00000000,0.00015625,0.00026563
4096,0.00001563,0.00000000,0.00015625,0.00023438
4096,0.00001563,0.00000000,0.00017188,0.00023438
4096,0.00000000,0.00001563,0.00017188,0.00025000
4096,0.00001563,0.00000000,0.00017188,0.00021875
4096,0.00000000,0.00000000,0.00017188,0.00021875
4096,0.00001563,0.00000000,0.00015625,0.00025000
4096,0.00000000,0.00001563,0.00017188,0.00018750
4096,0.00000000,0.00001563,0.00015625,0.00025000
4096,0.00001563,0.00001563,0.00014063,0.00021875
4096,0.00001563,0.00000000,0.00017188,0.00023438
4096,0.00001563,0.00000000,0.00017188,0.00023438
4096,0.00000000,0.00001563,0.00015625,0.00020313
4096,0.00001563,0.00000000,0.00015625,0.00025000
4096,0.00001563,0.00000000,0.00017188,0.00025000
4096,0.00001563,0.00000000,0.00014063,0.00023438
4096,0.00001563,0.00000000,0.00014063,0.00025000
4096,0.00000000,0.00001563,0.00012500,0.00023438
4096,0.00001563,0.00000000,0.00012500,0.00025000
4096,0.00000000,0.00000000,0.00015625,0.00021875
4096,0.00001563,0.00000000,0.00017188,0.00021875
4096,0.00000000,0.00001563,0.00014063,0.00021875
4096,0.00001563,0.00000000,0.00017188,0.00023438
4096,0.00000000,0.00001563,0.00017188,0.00023438
4096,0.00001563,0.00000000,0.00015625,0.00023438
4096,0.00000000,0.00001563,0.00014063,0.00025000
4096,0.00000000,0.00001563,0.00015625,0.00023438
4096,0.00001563,0.00000000,0.00017188,0.00023438
4096,0.00001563,0.00000000,0.00017188,0.00025000
4096,0.00000000,0.00001563,0.00015625,0.00025000
4096,0.00001563,0.00001563,0.00012500,0.00025000
4096,0.00001563,0.00000000,0.00015625,0.00021875
4096,0.00001563,0.00000000,0.00014063,0.00023438
4096,0.00000000,0.00000000,0.00015625,0.00025000
4096,0.00000000,0.00001563,0.00017188,0.00023438
4096,0.00000000,0.00001563,0.00015625,0.00025000
4096,0.00001563,0.00000000,0.00015625,0.00025000
4096,0.00001563,0.00000000,0.00012500,0.00023438
4096,0.00001563,0.00000000,0.00015625,0.00023438
4096,0.00001563,0.00000000,0.00017188,0.00023438
4096,0.00001563,0.00001563,0.00015625,0.00026563
4096,0.00000000,0.00001563,0.00015625,0.00021875
4096,0.00000000,0.00000000,0.00014063,0.00021875
8192,0.00001563,0.00001563,0.00032813,0.00046875
8192,0.00001563,0.00001563,0.00031250,0.00043750
8192,0.00001563,0.00001563,0.00028125,0.00048438
8192,0.00001563,0.00001563,0.00031250,0.00046875
8192,0.00003125,0.00001563,0.00028125,0.00051563
8192,0.00001563,0.00000000,0.00032813,0.00046875
8192,0.00003125,0.00001563,0.00032813,0.00046875
8192,0.00001563,0.00001563,0.00035938,0.00053125
8192,0.00000000,0.00001563,0.00028125,0.00050000
8192,0.00001563,0.00001563,0.00032813,0.00053125
8192,0.00001563,0.00001563,0.00029688,0.00045313
8192,0.00001563,0.00001563,0.00032813,0.00050000
8192,0.00001563,0.00001563,0.00032813,0.00053125
8192,0.00003125,0.00001563,0.00032813,0.00050000
8192,0.00001563,0.00001563,0.00029688,0.00046875
8192,0.00001563,0.00003125,0.00028125,0.00053125
8192,0.00001563,0.00001563,0.00029688,0.00048438
8192,0.00001563,0.00003125,0.00029688,0.00046875
8192,0.00001563,0.00001563,0.00032813,0.00045313
8192,0.00003125,0.00001563,0.00031250,0.00050000
8192,0.00001563,0.00001563,0.00032813,0.00045313
8192,0.00001563,0.00001563,0.00029688,0.00051563
8192,0.00001563,0.00001563,0.00032813,0.00045313
8192,0.00001563,0.00001563,0.00034375,0.00051563
8192,0.00001563,0.00001563,0.00029688,0.00048438
8192,0.00001563,0.00001563,0.00031250,0.00045313
8192,0.00001563,0.00003125,0.00026563,0.00050000
8192,0.00001563,0.00001563,0.00029688,0.00048438
8192,0.00001563,0.00001563,0.00031250,0.00051563
8192,0.00001563,0.00003125,0.00031250,0.00050000
8192,0.00003125,0.00001563,0.00031250,0.00050000
8192,0.00001563,0.00001563,0.00031250,0.00045313
8192,0.00001563,0.00001563,0.00032813,0.00042188
8192,0.00001563,0.00001563,0.00037500,0.00045313
8192,0.00001563,0.00003125,0.00023438,0.00042188
8192,0.00000000,0.00001563,0.00025000,0.00048438
8192,0.00003125,0.00001563,0.00026563,0.00048438
8192,0.00001563,0.00001563,0.00034375,0.00050000
8192,0.00001563,0.00001563,0.00031250,0.00042188
8192,0.00001563,0.00001563,0.00031250,0.00048438
8192,0.00001563,0.00001563,0.00035938,0.00053125
8192,0.00001563,0.00001563,0.00029688,0.00050000
8192,0.00001563,0.00001563,0.00031250,0.00050000
8192,0.00001563,0.00001563,0.00031250,0.00045313
8192,0.00000000,0.00001563,0.00028125,0.00051563
8192,0.00001563,0.00001563,0.00034375,0.00048438
8192,0.00001563,0.00001563,0.00028125,0.00046875
8192,0.00001563,0.00001563,0.00029688,0.00045313
8192,0.00001563,0.00001563,0.00032813,0.00053125
8192,0.00001563,0.00001563,0.00031250,0.00046875
8192,0.00001563,0.00001563,0.00031250,0.00046875
8192,0.00001563,0.00001563,0.00026563,0.00046875
8192,0.00001563,0.00001563,0.00031250,0.00045313
8192,0.00001563,0.00001563,0.00029688,0.00048438
8192,0.00001563,0.00001563,0.00029688,0.00046875
8192,0.00003125,0.00001563,0.00031250,0.00043750
8192,0.00001563,0.00001563,0.00032813,0.00046875
8192,0.00001563,0.00003125,0.00029688,0.00050000
8192,0.00001563,0.00001563,0.00032813,0.00048438
8192,0.00001563,0.00001563,0.00028125,0.00048438
8192,0.00003125,0.00001563,0.00031250,0.00045313
8192,0.00001563,0.00001563,0.00034375,0.00042188
8192,0.00001563,0.00001563,0.00028125,0.00043750
8192,0.00001563,0.00001563,0.00032813,0.00048438
8192,0.00000000,0.00001563,0.00032813,0.00057813
8192,0.00001563,0.00001563,0.00029688,0.00042188
8192,0.00001563,0.00001563,0.00032813,0.00051563
8192,0.00001563,0.00001563,0.00029688,0.00045313
8192,0.00001563,0.00001563,0.00034375,0.00048438
8192,0.00000000,0.00001563,0.00028125,0.00042188
8192,0.00001563,0.00001563,0.00031250,0.00050000
8192,0.00001563,0.00001563,0.00031250,0.00050000
8192,0.00001563,0.00001563,0.00028125,0.00048438
8192,0.00001563,0.00001563,0.00031250,0.00050000
8192,0.00001563,0.00001563,0.00028125,0.00045313
8192,0.00001563,0.00001563,0.00032813,0.00051563
8192,0.00001563,0.00001563,0.00031250,0.00048438
8192,0.00001563,0.00001563,0.00031250,0.00043750
8192,0.00001563,0.00001563,0.00031250,0.00050000
8192,0.00001563,0.00001563,0.00032813,0.00048438
8192,0.00001563,0.00000000,0.00029688,0.00046875
8192,0.00001563,0.00003125,0.00026563,0.00051563
8192,0.00001563,0.00001563,0.00031250,0.00051563
8192,0.00001563,0.00001563,0.00031250,0.00051563
8192,0.00001563,0.00001563,0.00028125,0.00043750
8192,0.00001563,0.00001563,0.00031250,0.00048438
8192,0.00001563,0.00001563,0.00031250,0.00050000
8192,0.00001563,0.00001563,0.00029688,0.00048438
8192,0.00001563,0.00001563,0.00031250,0.00045313
8192,0.00001563,0.00001563,0.00032813,0.00051563
8192,0.00001563,0.00001563,0.00031250,0.00046875
8192,0.00001563,0.00003125,0.00039063,0.00050000
8192,0.00001563,0.00003125,0.00029688,0.00050000
8192,0.00001563,0.00001563,0.00029688,0.00048438
8192,0.00001563,0.00001563,0.00034375,0.00056250
8192,0.00001563,0.00001563,0.00031250,0.00046875
8192,0.00001563,0.00001563,0.00029688,0.00045313
8192,0.00001563,0.00001563,0.00032813,0.00048438
8192,0.00001563,0.00001563,0.00031250,0.00051563
8192,0.00001563,0.00001563,0.00031250,0.00042188
16384,0.00000000,0.00003125,0.00071875,0.00101563
16384,0.00003125,0.00003125,0.00065625,0.00103125
16384,0.00003125,0.00003125,0.00071875,0.00103125
16384,0.00004688,0.00003125,0.00073438,0.00112500
16384,0.00003125,0.00004688,0.00067188,0.00112500
16384,0.00003125,0.00003125,0.00065625,0.00103125
16384,0.00003125,0.00000000,0.00070313,0.00106250
16384,0.00004688,0.00003125,0.00065625,0.00106250
16384,0.00003125,0.00003125,0.00065625,0.00110938
16384,0.00003125,0.00004688,0.00070313,0.00107813
16384,0.00003125,0.00003125,0.00068750,0.00110938
16384,0.00004688,0.00003125,0.00068750,0.00104688
16384,0.00004688,0.00003125,0.00071875,0.00107813
16384,0.00003125,0.00003125,0.00078125,0.00104688
16384,0.00003125,0.00004688,0.00068750,0.00109375
16384,0.00004688,0.00003125,0.00067188,0.00098438
16384,0.00003125,0.00003125,0.00075000,0.00095313
16384,0.00003125,0.00004688,0.00067188,0.00106250
16384,0.00001563,0.00003125,0.00071875,0.00098438
16384,0.00003125,0.00004688,0.00073438,0.00103125
16384,0.00003125,0.00004688,0.00065625,0.00110938
16384,0.00003125,0.00003125,0.00068750,0.00112500
16384,0.00003125,0.00004688,0.00070313,0.00101563
16384,0.00003125,0.00003125,0.00068750,0.00107813
16384,0.00003125,0.00003125,0.00070313,0.00103125
16384,0.00003125,0.00003125,0.00068750,0.00098438
16384,0.00003125,0.00003125,0.00071875,0.00104688
16384,0.00003125,0.00004688,0.00071875,0.00112500
16384,0.00003125,0.00001563,0.00076563,0.00107813
16384,0.00003125,0.00003125,0.00073438,0.00106250
16384,0.00003125,0.00003125,0.00073438,0.00112500
16384,0.00004688,0.00003125,0.00070313,0.00103125
16384,0.00003125,0.00004688,0.00065625,0.00110938
16384,0.00004688,0.00000000,0.00068750,0.00104688
16384,0.00004688,0.00001563,0.00071875,0.00106250
16384,0.00001563,0.00004688,0.00068750,0.00104688
16384,0.00001563,0.00003125,0.00060938,0.00104688
16384,0.00001563,0.00003125,0.00073438,0.00106250
16384,0.00003125,0.00001563,0.00067188,0.00112500
16384,0.00004688,0.00003125,0.00075000,0.00106250
16384,0.00003125,0.00003125,0.00067188,0.00103125
16384,0.00003125,0.00003125,0.00070313,0.00106250
16384,0.00004688,0.00003125,0.00068750,0.00106250
16384,0.00003125,0.00003125,0.00060938,0.00103125
16384,0.00003125,0.00003125,0.00070313,0.00103125
16384,0.00003125,0.00003125,0.00070313,0.00100000
16384,0.00004688,0.00003125,0.00078125,0.00107813
16384,0.00003125,0.00004688,0.00067188,0.00101563
16384,0.00001563,0.00003125,0.00065625,0.00109375
16384,0.00003125,0.00001563,0.00076563,0.00104688
16384,0.00003125,0.00003125,0.00068750,0.00098438
16384,0.00003125,0.00003125,0.00068750,0.00103125
16384,0.00003125,0.00003125,0.00062500,0.00109375
16384,0.00003125,0.00004688,0.00070313,0.00107813
16384,0.00004688,0.00001563,0.00071875,0.00098438
16384,0.00003125,0.00003125,0.00062500,0.00101563
16384,0.00003125,0.00003125,0.00071875,0.00101563
16384,0.00003125,0.00004688,0.00067188,0.00096875
16384,0.00003125,0.00003125,0.00068750,0.00093750
16384,0.00003125,0.00003125,0.00065625,0.00107813
16384,0.00004688,0.00003125,0.00068750,0.00103125
16384,0.00003125,0.00004688,0.00067188,0.00095313
16384,0.00003125,0.00001563,0.00065625,0.00107813
16384,0.00003125,0.00003125,0.00071875,0.00100000
16384,0.00003125,0.00003125,0.00068750,0.00110938
16384,0.00003125,0.00001563,0.00070313,0.00104688
16384,0.00003125,0.00004688,0.00071875,0.00109375
16384,0.00003125,0.00001563,0.00071875,0.00101563
16384,0.00003125,0.00004688,0.00062500,0.00110938
16384,0.00003125,0.00001563,0.00073438,0.00110938
16384,0.00004688,0.00003125,0.00070313,0.00107813
16384,0.00004688,0.00003125,0.00070313,0.00103125
16384,0.00001563,0.00000000,0.00075000,0.00112500
16384,0.00001563,0.00003125,0.00071875,0.00096875
16384,0.00003125,0.00004688,0.00078125,0.00109375
16384,0.00003125,0.00004688,0.00068750,0.00106250
16384,0.00001563,0.00004688,0.00064063,0.00100000
16384,0.00004688,0.00003125,0.00065625,0.00118750
16384,0.00004688,0.00004688,0.00073438,0.00115625
16384,0.00004688,0.00003125,0.00073438,0.00106250
16384,0.00004688,0.00000000,0.00054688,0.00115625
16384,0.00003125,0.00003125,0.00073438,0.00098438
16384,0.00004688,0.00004688,0.00070313,0.00106250
16384,0.00004688,0.00003125,0.00075000,0.00098438
16384,0.00003125,0.00003125,0.00071875,0.00104688
16384,0.00003125,0.00003125,0.00065625,0.00104688
16384,0.00003125,0.00003125,0.00068750,0.00110938
16384,0.00003125,0.00003125,0.00073438,0.00107813
16384,0.00003125,0.00003125,0.00070313,0.00107813
16384,0.00003125,0.00003125,0.00075000,0.00093750
16384,0.00004688,0.00003125,0.00071875,0.00101563
16384,0.00004688,0.00003125,0.00065625,0.00104688
16384,0.00001563,0.00003125,0.00071875,0.00103125
16384,0.00003125,0.00001563,0.00068750,0.00109375
16384,0.00003125,0.00003125,0.00068750,0.00106250
16384,0.00003125,0.00003125,0.00068750,0.00103125
16384,0.00003125,0.00003125,0.00067188,0.00107813
16384,0.00003125,0.00003125,0.00070313,0.00106250
16384,0.00003125,0.00004688,0.00068750,0.00107813
16384,0.00003125,0.00001563,0.00068750,0.00106250
32768,0.00006250,0.00007813,0.00150000,0.00231250
32768,0.00007813,0.00006250,0.00146875,0.00232813
32768,0.00004688,0.00007813,0.00145313,0.00217188
32768,0.00007813,0.00006250,0.00145313,0.00225000
32768,0.00006250,0.00004688,0.00153125,0.00228125
32768,0.00006250,0.00007813,0.00142188,0.00232813
32768,0.00006250,0.00006250,0.00140625,0.00204688
32768,0.00007813,0.00004688,0.00148438,0.00203125
32768,0.00007813,0.00004688,0.00151563,0.00214063
32768,0.00006250,0.00007813,0.00145313,0.00218750
32768,0.00006250,0.00007813,0.00148438,0.00229688
32768,0.00006250,0.00007813,0.00148438,0.00215625
32768,0.00006250,0.00007813,0.00125000,0.00206250
32768,0.00004688,0.00007813,0.00126563,0.00231250
