N,PilaPrinceton,PilaDeCola,ColaPrinceton,ColaDePilas
32768,0.00007813,0.00006250,0.00140625,0.00221875
32768,0.00006250,0.00007813,0.00148438,0.00231250
32768,0.00007813,0.00006250,0.00148438,0.00221875
32768,0.00006250,0.00006250,0.00153125,0.00223438
32768,0.00006250,0.00006250,0.00153125,0.00223438
32768,0.00006250,0.00006250,0.00140625,0.00235938
32768,0.00007813,0.00006250,0.00156250,0.00240625
32768,0.00004688,0.00007813,0.00142188,0.00228125
32768,0.00007813,0.00006250,0.00150000,0.00209375
32768,0.00007813,0.00004688,0.00153125,0.00209375
32768,0.00006250,0.00006250,0.00157813,0.00223438
32768,0.00007813,0.00004688,0.00164063,0.00234375
32768,0.00006250,0.00007813,0.00150000,0.00225000
32768,0.00006250,0.00007813,0.00151563,0.00206250
32768,0.00006250,0.00007813,0.00154688,0.00210938
32768,0.00006250,0.00007813,0.00154688,0.00220313
32768,0.00006250,0.00004688,0.00137500,0.00225000
32768,0.00006250,0.00003125,0.00159375,0.00246875
32768,0.00009375,0.00009375,0.00148438,0.00221875
32768,0.00007813,0.00006250,0.00143750,0.00207813
32768,0.00006250,0.00006250,0.00150000,0.00225000
32768,0.00007813,0.00006250,0.00151563,0.00215625
32768,0.00007813,0.00007813,0.00142188,0.00226563
32768,0.00004688,0.00007813,0.00140625,0.00226563
32768,0.00006250,0.00006250,0.00140625,0.00225000
32768,0.00006250,0.00004688,0.00142188,0.00217188
32768,0.00006250,0.00007813,0.00150000,0.00209375
32768,0.00007813,0.00004688,0.00139063,0.00220313
32768,0.00004688,0.00006250,0.00137500,0.00209375
32768,0.00007813,0.00006250,0.00139063,0.00215625
32768,0.00007813,0.00004688,0.00143750,0.00207813
32768,0.00004688,0.00006250,0.00154688,0.00217188
32768,0.00006250,0.00003125,0.00143750,0.00206250
32768,0.00007813,0.00006250,0.00150000,0.00196875
32768,0.00004688,0.00006250,0.00135938,0.00206250
32768,0.00007813,0.00006250,0.00153125,0.00214063
32768,0.00007813,0.00006250,0.00139063,0.00214063
32768,0.00004688,0.00007813,0.00135938,0.00212500
32768,0.00006250,0.00006250,0.00159375,0.00210938
32768,0.00007813,0.00007813,0.00154688,0.00240625
32768,0.00006250,0.00006250,0.00139063,0.00229688
32768,0.00006250,0.00007813,0.00156250,0.00223438
32768,0.00007813,0.00006250,0.00145313,0.00209375
32768,0.00006250,0.00007813,0.00148438,0.00220313
32768,0.00007813,0.00007813,0.00142188,0.00228125
32768,0.00007813,0.00004688,0.00162500,0.00215625
32768,0.00006250,0.00007813,0.00150000,0.00225000
32768,0.00004688,0.00007813,0.00148438,0.00226563
32768,0.00003125,0.00006250,0.00132813,0.00217188
32768,0.00004688,0.00004688,0.00153125,0.00209375
32768,0.00004688,0.00006250,0.00131250,0.00231250
32768,0.00003125,0.00010938,0.00148438,0.00210938
32768,0.00004688,0.00007813,0.00150000,0.00232813
32768,0.00004688,0.00007813,0.00140625,0.00226563
32768,0.00006250,0.00006250,0.00150000,0.00215625
32768,0.00006250,0.00007813,0.00145313,0.00235938
32768,0.00004688,0.00006250,0.00145313,0.00220313
32768,0.00006250,0.00006250,0.00134375,0.00223438
32768,0.00006250,0.00006250,0.00146875,0.00225000
32768,0.00004688,0.00006250,0.00153125,0.00225000
32768,0.00006250,0.00006250,0.00145313,0.00214063
32768,0.00007813,0.00004688,0.00148438,0.00218750
32768,0.00003125,0.00006250,0.00140625,0.00221875
32768,0.00007813,0.00006250,0.00139063,0.00209375
32768,0.00004688,0.00006250,0.00145313,0.00225000
32768,0.00007813,0.00003125,0.00145313,0.00221875
32768,0.00006250,0.00007813,0.00143750,0.00215625
32768,0.00006250,0.00006250,0.00154688,0.00210938
32768,0.00006250,0.00007813,0.00137500,0.00206250
32768,0.00006250,0.00007813,0.00142188,0.00217188
32768,0.00007813,0.00004688,0.00150000,0.00203125
32768,0.00007813,0.00006250,0.00134375,0.00218750
32768,0.00006250,0.00006250,0.00129688,0.00229688
32768,0.00006250,0.00007813,0.00153125,0.00207813
32768,0.00006250,0.00006250,0.00150000,0.00218750
32768,0.00004688,0.00006250,0.00137500,0.00215625
32768,0.00007813,0.00006250,0.00143750,0.00215625
32768,0.00006250,0.00004688,0.00137500,0.00215625
32768,0.00006250,0.00007813,0.00140625,0.00221875
32768,0.00004688,0.00007813,0.00137500,0.00221875
32768,0.00003125,0.00006250,0.00132813,0.00218750
32768,0.00004688,0.00001563,0.00142188,0.00210938
32768,0.00007813,0.00006250,0.00146875,0.00209375
32768,0.00006250,0.00006250,0.00145313,0.00217188
32768,0.00009375,0.00006250,0.00146875,0.00228125
32768,0.00003125,0.00007813,0.00142188,0.00221875
